A0005;COORDENADORIA SETORIAL ADMINISTRATIVA;CS;001;A
A0006;SETOR DE EXPEDIENTE;ST;001;A
A0020;SETOR DE RECURSOS HUMANOS;ST;001;A
A0025;DEPTO. ADMINISTRATIVO;DI;001;A
A0026;COORDENADORIA SETORIAL DE PLANEJAMENTO ;CS;001;A
A0027;COORDENADORIA SETORIAL DE CONTROLE E CUSTOS;CS;001;A
